Precision,Recall,F1Score
0.3168423913962634,0.6471522824394826,0.4435069654273214
0.2899470296674895,0.6556044192608571,0.40800506901731504
0.2875814960182337,0.6325222789985128,0.3444982088753064
0.27048683438311893,0.6050686209769749,0.43987056532225133
0.32013619755768713,0.6151773060132528,0.4187122088734839
0.3328661887523855,0.6216084645323143,0.4114300903137212
0.2741418357382209,0.6239586403125644,0.4805887795352575
0.2921312304951621,0.664774427752517,0.35307394435950334
0.27300106709138433,0.6267645136742772,0.4094034238195233
0.2736560776860427,0.6662097498965311,0.4379926481295681
