Precision,Recall,F1Score
0.1434806260747948,0.8980272288145685,0.22995648993712353
0.1393660625785431,1.0098745697716962,0.235144329538901
0.1335387911191397,1.0002929824105486,0.23993475023571514
0.13908111088395717,0.9364404656571761,0.247165311953396
0.14267917985406425,0.9648548647343691,0.2482576449504505
0.13291945744889022,0.8283583393056819,0.1953695117147765
0.13480204137716165,0.8627849417087434,0.2563863002115012
0.13159669363373425,0.8735197555069382,0.23138520447365174
0.13507634456289122,1.067352080160585,0.24111197865369957
0.14373948301919404,0.9926490310212107,0.23779559315706192
