Precision,Recall,F1Score
0.5035335945303124,0.7544622378645154,0.6073735837054159
0.495442797580239,0.7412226244250478,0.5897156766974577
0.5010170194265504,0.7114702883275107,0.5805041396386622
0.4925232275323536,0.6504754122077541,0.5739914581631003
0.5307931237423271,0.6940591722120031,0.6477389714558329
0.49942383760962156,0.663859228869968,0.5787634686851655
0.5181204660837542,0.7855338946009427,0.5784706376381821
0.4861881904312704,0.7706576031109257,0.5679508326376068
0.5155407280519138,0.7780164749938098,0.6174078218702056
0.49353515381278296,0.645262942555878,0.5819277719616429
