Precision,Recall,F1Score
0.5231266594460257,0.7038104961621334,0.6367577970017722
0.5613862344358881,0.760498273051996,0.6000516276412149
0.5655305820300528,0.7199560650971989,0.6610188181954981
0.5191418394204944,0.6583691789749961,0.6372833877266475
0.5710448184061726,0.7448748769789253,0.70873959159719
0.5738957180099657,0.7498945519170362,0.58985514329226
0.5802451654058246,0.7842211371722294,0.6895125976238916
0.5585474827412691,0.7823952036682621,0.6265344786567196
0.5949784365083597,0.7934320751620824,0.6469452132786434
0.6206417385125642,0.7896593130916738,0.6057615994448604
