Precision,Recall,F1Score
0.44595435356467006,0.5630005658081535,0.48194939511958107
0.44445671520118984,0.4717714922929236,0.5226405862432077
0.451837750184434,0.5584061444224652,0.4945129683714094
0.45514463628914276,0.5500144766788718,0.5172096039758219
0.4577007969737806,0.6427130591543324,0.4705713749934211
0.45219277396493746,0.6928250419547612,0.47998800771925265
0.4552281661950633,0.6699395632169383,0.5137828074196503
0.44964409212405787,0.7651151687483473,0.5016515691194151
0.4602434464582807,0.6049708829012701,0.517037141611549
0.4868508944290396,0.5089612044125124,0.5211978682417883
