Precision,Recall,F1Score
0.09328234624941592,0.49438474558763285,0.19527391619938175
0.13358015043324897,0.48694215918817585,0.19615960985138223
0.17249019614371364,0.4886650821153974,0.1935117049865741
0.13518762575976503,0.49480045091049346,0.187892537992109
0.14824179326264533,0.5034384208150936,0.1922595115847151
0.14188653860486886,0.5162707959800479,0.1916961751174781
0.15610305428307966,0.49786257562703357,0.18651652083701406
0.1113179571216951,0.5382571358339422,0.18941293265165512
0.09857484941469276,0.5007648615391141,0.20269658185767497
0.1023245318803076,0.4577633179629006,0.20073001525027234
