Precision,Recall,F1Score
0.14934556139651217,0.8088123208678162,0.19385464404623476
0.15260383472346106,0.7589013816546855,0.23058334015404067
0.10539779203768698,0.6960664203788562,0.25462500608731914
0.12306906472721725,0.6830857140538212,0.2510471095240299
0.13158277995309217,0.6897381283191335,0.2458699316868589
0.13854937699450431,0.7291321935616336,0.24247091889948333
0.12627329644067636,0.6711729876122459,0.2290551098700974
0.1104940840406046,0.7704834821298968,0.2347422086058809
0.13328065441911088,0.6246476974848825,0.23074919962440169
0.1467537448562043,0.6852926031538681,0.17573571705729973
