Precision,Recall,F1Score
0.10685720877494718,0.39305163440400637,0.1767845903365983
0.1079912583226945,0.43515112305943005,0.16679223211287558
0.10801549539582991,0.44852537556465777,0.17815368838155357
0.10636535622884229,0.41517660985186894,0.1768540263410825
0.10813256070148451,0.5151319586574344,0.17195191578227398
0.10678576489071492,0.48463566826196436,0.17106689903960928
0.10753712026229204,0.4113531320394077,0.17547293224639327
0.10837454798952192,0.38513626164560655,0.17531401281935166
0.10729174160357109,0.434233880329479,0.1717077924225374
0.10776789885714078,0.4941515504200774,0.17768725395345836
