Precision,Recall,F1Score
0.11482510951551014,0.5924778293261453,0.12803191961607327
0.12569176241431007,0.6920720545238771,0.2335903297420936
0.1173447433627736,0.6269959436448362,0.192878645830435
0.09159527488896992,0.6394634198168966,0.2001782025602213
0.09076893483384743,0.6211125734302121,0.20149625787034534
0.13228943759613668,0.6649208973385436,0.16853942264041472
0.08890032469021522,0.6297451908763015,0.23761097237459294
0.13618079992020762,0.6407941864298686,0.18844848886258572
0.14683374683675252,0.6599135158317925,0.18082170218140262
0.10014252923310457,0.6643906348018782,0.1997740965433476
