Precision,Recall,F1Score
0.19006422355705535,0.1448880453185424,0.15969290026187644
0.19399304612347645,0.1424672700222661,0.1506494309114288
0.1704256913567076,0.14390685758664773,0.14550335182840138
0.19130780957086904,0.1421139907075647,0.16954331038744716
0.18304587004206582,0.14492224716680735,0.1635224761921271
0.17108228792630695,0.14178137209735595,0.15543686063120016
0.17989731819785434,0.14267617018846218,0.16441447906984938
0.18293644528328776,0.14290111931423513,0.16298732322243195
0.1877864855713194,0.14121224509230235,0.17662020780307516
0.17500091717325825,0.14120497319990014,0.15844992916362607
