Precision,Recall,F1Score
0.060238065119609496,0.07256572066539362,0.0676202697970992
0.06813689948537308,0.07245935599455643,0.07047120976611128
0.06832891085156399,0.07132979981344545,0.07011496109305425
0.06738468186089953,0.07330147221974091,0.06921575702222314
0.06550913356021144,0.07252100177513526,0.06881987395504134
0.063514501101573,0.07210902981446031,0.07027722783191867
0.0672558807626228,0.07292568554490159,0.07022663723080194
0.06691697318835392,0.07139876082070579,0.06836548021038846
0.06795946056665023,0.07220073395654467,0.07037014347647107
0.06548733110328489,0.07311820707429577,0.07012358327432328
