software,precision,recall,fscore
mysql1,0.3269230769230769,0.85,0.4722222222222222
mysql1,0.32,0.8,0.4571428571428571
mysql1,0.3333333333333333,0.85,0.4788732394366197
mysql1,0.3272727272727272,0.9,0.48
mysql1,0.3333333333333333,0.9,0.4864864864864865
mysql1,0.32,0.8,0.4571428571428571
mysql1,0.3269230769230769,0.85,0.4722222222222222
mysql1,0.3214285714285714,0.9,0.4736842105263157
mysql1,0.3076923076923077,0.8,0.4444444444444444
mysql1,0.3137254901960784,0.8,0.4507042253521127
