software,precision,recall,fscore
lighttpd,0.35,0.4117647058823529,0.3783783783783784
lighttpd,0.3888888888888889,0.4117647058823529,0.4
lighttpd,0.3684210526315789,0.4117647058823529,0.3888888888888889
lighttpd,0.35,0.4117647058823529,0.3783783783783784
lighttpd,0.35,0.4117647058823529,0.3783783783783784
lighttpd,0.3684210526315789,0.4117647058823529,0.3888888888888889
lighttpd,0.3684210526315789,0.4117647058823529,0.3888888888888889
lighttpd,0.35,0.4117647058823529,0.3783783783783784
lighttpd,0.35,0.4117647058823529,0.3783783783783784
lighttpd,0.3333333333333333,0.4117647058823529,0.3684210526315789
